(1.008, 0.011453333333333315, 25000)
(1.04, 0.009466666666666679, 25000)
(1.0096842105263157, 0.008573333333333322, 25000)
(1.0383157894736843, 0.0016666666666667052, 25000)
(1.0113684210526317, 0.004853333333333321, 25000)
(1.0366315789473683, 0.0029066666666666685, 25000)
(1.0130526315789474, 0.0032533333333333303, 25000)
(1.0349473684210526, 0.007226666666666659, 25000)
(1.0147368421052632, 0.001413333333333322, 25000)
(1.0332631578947369, 0.005266666666666697, 25000)
(1.016421052631579, 0.008933333333333293, 25000)
(1.0315789473684212, 0.0009466666666667067, 25000)
(1.0181052631578948, 0.002853333333333319, 25000)
(1.0298947368421052, 0.0014266666666666872, 25000)
(1.0197894736842106, 0.0024666666666666726, 25000)
(1.0282105263157895, 0.00494666666666671, 25000)
(1.0214736842105263, 0.0003866666666667018, 25000)
(1.0265263157894737, 0.0027733333333332943, 25000)
(1.023157894736842, 0.004213333333333291, 25000)
(1.024842105263158, 0.00218666666666667, 25000)
